Departamento,Actividad,Duración,Precio,Calificación,Reseñas,Enlace
Pasco,Oxapampa : Cascada del Río Tigre y Secreto de la Selva,3 horas • Sin colas,45 USD,4.7,,https://www.getyourguide.es/oxapampa-l206133/oxapampa-cascada-del-rio-tigre-y-secreto-de-la-selva-t759276/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Cusco: Aventura en la Selva Inca: 4 días y 3 noches,4 días • Recogida disponible,499 USD,5,(80),https://www.getyourguide.es/peru-l168997/cusco-aventura-en-la-selva-inca-4-dias-y-3-noches-t761192/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Piura,Piura: Excursión Piura y Catacaos - Narihuala,7 horas • Grupo reducido,75 USD,5,(1),https://www.getyourguide.es/piura-l156022/piura-excursion-a-piura-y-catacaos-narihuala-t841171/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Desde Piura | Excursión a Máncora + Nadar con tortugas,1 día • Grupo reducido • Recogida disponible,88 USD,4.2,,https://www.getyourguide.es/piura-l156022/desde-piura-excursion-a-mancora-nadar-con-tortugas-t583158/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Desde Piura | Excursión a Máncora + Natación con tortugas,1 día • Grupo reducido,90 USD,3.9,,https://www.getyourguide.es/piura-l156022/desde-piura-excursion-a-mancora-natacion-con-tortugas-t841686/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Máncora: Nadar y bañarse con tortugas | Entrada |,5 horas,45 USD,4.4,,https://www.getyourguide.es/piura-l156022/mancora-nadar-y-banarse-con-tortugas-entrada--t712968/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Máncora: Tours de Pesca con Cocinera de Ceviche - Catch & Savor,5 horas • Sin colas • Recogida disponible,86 USD,4.4,,https://www.getyourguide.es/piura-l156022/mancora-tours-de-pesca-con-cocinera-de-ceviche-catch-savor-t799529/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Mancora/Piura: Sechura Día completo - Kayak - Desierto y manglares,1 día • Sin colas,122 USD,4.4,,https://www.getyourguide.es/peru-l168997/mancorapiura-sechura-dia-completo-kayak-desierto-y-manglares-t799478/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Desde Piura | Excursión a Máncora + Nadar con tortugas,1 día • Grupo reducido,90 USD,3.9,,https://www.getyourguide.es/piura-l156022/desde-piura-excursion-a-mancora-nadar-con-tortugas-t845522/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Desde Piura | Excursión de día completo a Paita y Colán,1 día • Grupo reducido • Recogida disponible,86 USD,4.2,,https://www.getyourguide.es/piura-l156022/desde-piura-excursion-de-dia-completo-a-paita-y-colan-t584304/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,"Máncora, Punta Sal y Zorritos: Traslado al aeropuerto de Tumbes",1 día • Grupo privado • Recogida disponible,87 USD,5,(1),https://www.getyourguide.es/peru-l168997/mancora-punta-sal-y-zorritos-traslado-al-aeropuerto-de-tumbes-t533964/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Desde Piura: Traslados al aeropuerto desde y hacia Máncora,1 día • Grupo privado • Recogida disponible,204 USD,4.4,,https://www.getyourguide.es/piura-l156022/desde-piura-traslados-al-aeropuerto-desde-y-hacia-mancora-t645744/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Descubre Catacaos y Narihuala: Excursión desde Piura,7 horas • Grupo reducido,75 USD,3.6,,https://www.getyourguide.es/piura-l156022/descubre-catacaos-y-narihuala-excursion-desde-piura-t829017/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Piura : Tour Sechura + Sanboarding Día Completo,8 horas,88 USD,3.9,,https://www.getyourguide.es/piura-l156022/piura-tour-sechura-sanboarding-dia-completo-t614267/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Explorando Paita y Colán: Excursión de día completo desde Piura,1 día • Grupo reducido,86 USD,3.6,,https://www.getyourguide.es/piura-l156022/explorando-paita-y-colan-excursion-de-dia-completo-desde-piura-t831087/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,De Piura | Excursión a Sechura y Sandboarding,8 horas • Grupo reducido,78 USD,3.7,,https://www.getyourguide.es/piura-l156022/de-piura-excursion-a-sechura-y-sandboarding-t748698/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Piura: Excursión de día completo a Paita y Colán,1 día • Grupo reducido,86 USD,3.8,,https://www.getyourguide.es/piura-l156022/piura-excursion-de-dia-completo-a-paita-y-colan-t833841/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Piura,Aeropuerto de Talara: Traslado Privado a/desde Mancora y Punta Sal,1 día • Grupo privado,112 USD,4.4,,https://www.getyourguide.es/piura-l156022/traslado-privado-del-aeropuerto-de-talara-a-mancora-y-punta-sal-t518663/?ranking_uuid=d09bee29-b7dc-4786-9733-076b1243e6cb
Puno,Desde Puno: Tour de día completo a los Uros y las Islas Taquile con almuerzo,1 día,30 USD,4.5,(833),https://www.getyourguide.es/puno-l32157/tour-uros-taquile-lancha-rapida-1-dia-t508785/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Desde Arequipa: Excursión de 2 días al Cañón del Colca con Traslado a Puno,2 días • Recogida disponible,98 USD,4.7,(753),https://www.getyourguide.es/arequipa-l2859/desde-arequipa-excursion-de-2-dias-al-canon-del-colca-con-traslado-a-puno-t141360/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Puno: Excursión en kayak por el lago Titicaca con visita a los Uros y Taquile,8 horas,88 USD,4.4,,https://www.getyourguide.es/puno-l32157/puno-excursion-en-kayak-por-el-lago-titicaca-con-visita-a-los-uros-y-taquile-t1023597/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,"Desde Puno: Excursión de 2 días Uros, Amantani y Taquile + Comida",2 días • Grupo reducido,54 USD,4.5,(86),https://www.getyourguide.es/titicaca-l2178/excursion-a-las-islas-uros-taquile-y-amantani-2-dias-1-noche-t508779/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,"Desde Puno: tour de 2 días a las islas de Uros, Amantaní y Taquile",2 días • Recogida disponible,55 USD,4.6,(238),https://www.getyourguide.es/puno-l32157/desde-puno-excursion-de-2-dias-a-los-uros-amantani-y-las-islas-taquile-t387995/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Puno: Lago Titicaca con Uros y Taquile en lancha rápida,1 día • Sin colas • Recogida disponible,30 USD,4.7,(119),https://www.getyourguide.es/puno-l32157/puno-lago-titicaca-con-uros-y-taquile-en-lancha-rapida-t663878/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Cusco: Ruta Escénica del Sol a Puno con Almuerzo Buffet,11 horas • Sin colas,50 USD,4.8,(120),https://www.getyourguide.es/cuzco-l359/cusco-ruta-escenica-del-sol-a-puno-con-almuerzo-buffet-t672640/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,"Desde Puno: Islas Flotantes de los Uros, tour de medio día",3 horas • Recogida disponible,10 USD,4.1,(139),https://www.getyourguide.es/puno-l32157/desde-puno-excursion-de-medio-dia-a-las-islas-flotantes-de-los-uros-t386079/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Desde Arequipa: Excursión de un día al Cañón del Colca con traslado a Puno,1 día • Sin colas,65 USD,4.5,(112),https://www.getyourguide.es/arequipa-l2859/desde-arequipa-excursion-de-un-dia-al-canon-del-colca-con-traslado-a-puno-t611161/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Puno: Tour de día completo de la Ruta del Sol a Cusco con almuerzo,11 horas • Sin colas,50 USD,4.7,(166),https://www.getyourguide.es/puno-l32157/puno-tour-de-dia-completo-de-la-ruta-del-sol-a-cusco-con-almuerzo-t672801/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Puno: excursión de un día a La Paz y Tiwanaku con guía,10 horas,220 USD,,,https://www.getyourguide.es/la-paz-l4674/puno-excursion-de-un-dia-a-la-paz-y-tiwanaku-con-guia-t1021873/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Desde Cusco: Excursión en quad a la Montaña Arco Iris Vinicunca con comidas,12 horas • Grupo reducido • Recogida disponible,72 USD,4.6,(890),https://www.getyourguide.es/puno-l32157/desde-cusco-excursion-en-quad-a-la-montana-arco-iris-vinicunca-con-comidas-t473461/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,De Puno a Arequipa: Excursión de 2 días/1 noche al Cañón del Colca,2 días • Recogida disponible,99 USD,4.1,(51),https://www.getyourguide.es/chivay-l129313/de-puno-a-arequipa-excursion-de-2-dias1-noche-al-canon-del-colca-t367630/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Puno: Excursión de día completo a las Islas Flotantes de los Uros y la Isla de Taquile,9 horas • Recogida disponible,29 USD,4.2,(536),https://www.getyourguide.es/puno-l32157/puno-excursion-de-dia-completo-a-las-islas-flotantes-de-los-uros-y-la-isla-de-taquile-t84666/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Desde Arequipa: Tour de 2 días de senderismo por el Cañón del Colca,2 días • Grupo reducido • Recogida disponible,48 USD,4.5,(165),https://www.getyourguide.es/arequipa-l2859/desde-arequipa-tour-de-2-dias-de-senderismo-por-el-canon-del-colca-t479643/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
Puno,Tour de 2 días al Cañón del Colca en Arequipa con final en Puno.,2 días • Grupo reducido • Recogida disponible,75 USD,4.4,(25),https://www.getyourguide.es/chivay-l129313/excursion-de-2-dias-al-canon-del-colca-en-arequipa-con-final-en-puno-t865022/?ranking_uuid=eca1a12e-edf4-4dd0-98ca-1729216990c4
San Martín,Recorrido por las diez islas más destacadas de San Martín,6 horas • Recogida disponible,62 USD,4.4,(221),https://www.getyourguide.es/marigot-l353/recorrido-por-las-diez-islas-mas-destacadas-de-san-martin-t555308/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,San Martín: excursión de 3 horas para ver rinocerontes,3 horas,99 USD,4.5,(148),https://www.getyourguide.es/philipsburg-l2301/excursion-de-safari-de-rinocerontes-t50042/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Experiencia de picnic privado personalizable en San Martín,"2,5 horas",459 USD,,,https://www.getyourguide.es/america-del-norte-l207846/experiencia-de-picnic-privado-personalizable-en-san-martin-t991148/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Bahía Simpson: Crucero burbujeante al atardecer con Prosecco y aperitivos,2 horas,65 USD,4.9,(24),https://www.getyourguide.es/bahia-simpson-l1019/simpson-bay-crucero-al-atardecer-burbujeante-con-barra-libre-y-refrigerios-t406977/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Excursión en Catamarán de San Martín a las Playas de Ensueño de Anguila,"8,5 horas • Recogida disponible",157 USD,5,(18),https://www.getyourguide.es/san-martin-l32199/excursion-en-catamaran-de-san-martin-a-las-playas-de-ensueno-de-anguila-t820774/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,St Maartin: Sky Explorer y Flying Dutchman Ticket de entrada,3 horas,109 USD,4.4,(25),https://www.getyourguide.es/philipsburg-l2301/copia-de-st-maartin-sky-explorer-y-flying-dutchman-ticket-de-entrada-t560482/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,San Martín: Excursión de medio día a las playas de Orient y Maho,"4,5 horas",40 USD,4.5,(185),https://www.getyourguide.es/philipsburg-l2301/tour-de-medio-dia-por-las-playas-de-orient-y-maho-t56117/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Sint Maarten Aventura de snorkel en el Parque Submarino de Esculturas,"1,5 horas",45 USD,3.9,(33),https://www.getyourguide.es/philipsburg-l2301/sint-maarten-aventura-de-snorkel-en-el-parque-submarino-de-esculturas-t538651/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Excursión de un día en ferry Edge a San Bartolomé,8 horas,100 USD,4.2,(82),https://www.getyourguide.es/bahia-simpson-l1019/excursion-de-un-dia-en-ferry-edge-a-san-bartolome-t3965/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Bahía de Simpson Crucero Lambada al Atardecer por San Martín,"1,5 horas",45 USD,4.7,(120),https://www.getyourguide.es/bahia-simpson-l1019/bahia-simpson-crucero-lambada-al-atardecer-por-san-martin-t21428/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,San Martín: Crucero privado de un día en catamarán,8 horas • Grupo privado,1 0 USD,4.9,(519),https://www.getyourguide.es/sint-marteen-l169201/san-martin-crucero-privado-de-un-dia-en-catamaran-t955217/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,"San Martín Crucero en catamarán con snorkel, barra libre y almuerzo",7 horas,125 USD,4.5,(37),https://www.getyourguide.es/marigot-l353/san-martin-crucero-en-catamaran-con-snorkel-barra-libre-y-almuerzo-t405586/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,San Martín: SeaTrek,2 horas,119 USD,4,(4),https://www.getyourguide.es/sint-marteen-l169201/san-martin-seatrek-t844336/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Tour de medio día por los lados francés y holandés de San Martín,"4,5 horas",42 USD,4.5,(382),https://www.getyourguide.es/philipsburg-l2301/tour-turistico-de-san-martin-por-el-lado-frances-y-holandes-t30041/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,San Martín: Excursión en trimarán a vela al atardecer,2 horas,57 USD,4.9,(29),https://www.getyourguide.es/bahia-simpson-l1019/san-martin-excursion-en-trimaran-a-vela-al-atardecer-t181499/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
San Martín,Crucero de Snorkel de Medio Día por el Dólar de Arena San Martín,"3,5 horas • Grupo reducido",65 USD,4.8,(52),https://www.getyourguide.es/bahia-simpson-l1019/crucero-de-snorkel-de-medio-dia-por-el-dolar-de-arena-san-martin-t4061/?ranking_uuid=3abdf9f4-3479-4ec7-85b9-82cd17e7c17f
Tacna,Desde Cuzco: Excursión guiada a la Montaña del Arco Iris (opción 6:30),12 horas • Grupo reducido • Recogida disponible,45 USD,4.9,(15),https://www.getyourguide.es/cuzco-l359/excursion-de-un-dia-a-la-montana-del-arco-iris-grupo-reducido-exclusivo-t436446/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tacna,Desde Tacna | Circuito Turístico de MiraBus en Tacna|,3 horas,20 USD,2.8,,https://www.getyourguide.es/tacna-l184424/desde-tacna-circuito-turistico-de-mirabus-en-tacna-t657208/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tacna,Desde Tacna | Circuito Turístico en MiraBus en Tacna,3 horas • Grupo reducido • Recogida disponible,20 USD,4.2,,https://www.getyourguide.es/tacna-l184424/desde-tacna-circuito-turistico-en-mirabus-en-tacna-t604315/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tacna,Visita a Tacna y el Conjunto Monumental-Campo de la Alianz,3 horas,30 USD,3.8,,https://www.getyourguide.es/tacna-l184424/visita-a-tacna-y-el-conjunto-monumental-campo-de-la-alianz-t827348/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tacna,Desde Tacna | MiraBus Excursión en Tacna,3 horas • Grupo reducido,29 USD,3.9,,https://www.getyourguide.es/tacna-l184424/desde-tacna-mirabus-excursion-en-tacna-t851672/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tacna,"Tacna, Conjunto Monumental - Campo de la Alianza",3 horas • Grupo reducido,39 USD,3.8,,https://www.getyourguide.es/tacna-l184424/tacna-conjunto-monumental-campo-de-la-alianza-t853618/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tacna,Desde Cusco: Vinicunca - Excursión a la Montaña Arco Iris,15 horas • Grupo reducido • Recogida disponible,115 USD,4.4,,https://www.getyourguide.es/cuzco-l359/desde-cusco-vinicunca-excursion-a-la-montana-arco-iris-t478725/?ranking_uuid=7a5d3d3c-6391-4843-a4df-386bc0490e38
Tumbes,Máncora: Excursión de un día a las Playas y Manglares de Tumbes,10 horas • Recogida disponible,40 USD,2.9,,https://www.getyourguide.es/tumbes-l198931/mancora-excursion-de-un-dia-a-las-playas-y-manglares-de-tumbes-t950600/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes: Excursión a los Manglares e Islas de Puerto Pizarro,5 horas • Sin colas • Recogida disponible,50 USD,4.4,,https://www.getyourguide.es/tumbes-l198931/tumbes-excursion-a-los-manglares-e-islas-de-puerto-pizarro-t800324/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes | Islas y manglares de Puerto Pizarro,8 horas • Grupo reducido,69 USD,2.9,,https://www.getyourguide.es/tumbes-l198931/tumbes-islas-y-manglares-de-puerto-pizarro-t950087/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes: Islas y manglares de Puerto Pizarro,8 horas • Grupo reducido • Recogida disponible,69 USD,4.2,,https://www.getyourguide.es/peru-l168997/tumbes-islas-y-manglares-de-puerto-pizarro-t593493/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes: Tour de avistamiento de ballenas Guiado,3 horas • Sin colas,80 USD,4.4,,https://www.getyourguide.es/tumbes-l198931/tumbes-tour-de-avistamiento-de-ballenas-guiado-t839622/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes: Excursión a los Manglares e Islas de Puerto Pizarro,5 horas • Grupo reducido,41 USD,2.5,,https://www.getyourguide.es/tumbes-l198931/tumbes-excursion-a-los-manglares-e-islas-de-puerto-pizarro-t950624/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes: Parque Nacional de Amotape,1 día • Sin colas,104 USD,4.4,,https://www.getyourguide.es/tumbes-l198931/tumbes-parque-nacional-de-amotape-t839630/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,"Máncora, Punta Sal y Zorritos: Traslado al aeropuerto de Tumbes",1 día • Grupo privado • Recogida disponible,87 USD,5,(1),https://www.getyourguide.es/peru-l168997/mancora-punta-sal-y-zorritos-traslado-al-aeropuerto-de-tumbes-t533964/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,"Islas hechizantes y manglares en Puerto Pizarro, Tumbes",8 horas • Grupo privado,69 USD,3.9,,https://www.getyourguide.es/tumbes-l198931/islas-hechizantes-y-manglares-en-puerto-pizarro-tumbes-t682897/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,"Green treasure: National Mangrove Sanctuary, Tumbes",10 horas • Grupo reducido,85 USD,3.9,,https://www.getyourguide.es/tumbes-l198931/green-treasure-national-mangrove-sanctuary-tumbes-t691331/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Desde Máncora: Santuario Nacional de los Manglares - Tumbes,10 horas • Grupo reducido • Recogida disponible,85 USD,3.6,,https://www.getyourguide.es/tumbes-l198931/tumbes-santuario-nacional-del-manglar-t764392/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Tumbes,Tumbes: Circuito de playas y baño con tortugas,1 día • Grupo reducido,125 USD,3.9,,https://www.getyourguide.es/tumbes-l198931/tumbes-circuito-de-playas-y-bano-con-tortugas-t893575/?ranking_uuid=789547e6-6d14-4f4c-a08b-d635326a9b7e
Ucayali,Recorrido por el Río Hirviente,1 día,130 USD,3.8,,https://www.getyourguide.es/peru-l168997/recorrido-por-el-rio-hirviente-t884380/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Recorrido por el río Hirviente,1 día,130 USD,4.2,,https://www.getyourguide.es/pucallpa-l218329/recorrido-por-el-rio-hirviente-t508639/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Pucallpa: El Pongo Curimana,1 día • Sin colas • Recogida disponible,71 USD,4.4,,https://www.getyourguide.es/pucallpa-l218329/pucallpa-el-pongo-curimana-t801491/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Pucallpa: Alto Shambillo,1 día • Sin colas • Recogida disponible,71 USD,,,https://www.getyourguide.es/peru-l168997/pucallpa-alto-shambillo-t801449/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Amazonas Manu Zona Cultural 4 Días / 3 Noches,4 días,380 USD,5,(3),https://www.getyourguide.es/cuzco-l359/amazonas-manu-zona-cultural-4-dias-3-noches-t741779/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Pucallpa: Cascadas del Padre Abad,12 horas • Sin colas • Recogida disponible,68 USD,4.4,,https://www.getyourguide.es/ucayali-l202055/pucallpa-cascadas-del-padre-abad-t835438/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Desde Cusco: Excursión y Alojamiento en el Parque Nacional del Manu 3 Días,3 días • Grupo reducido • Recogida disponible,500 USD,4.4,(12),https://www.getyourguide.es/cuzco-l359/desde-cusco-excursion-y-alojamiento-en-el-parque-nacional-del-manu-3-dias-t653226/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Pucallpa: Cascadas del Diablo y Novia,1 día • Sin colas • Recogida disponible,71 USD,4.4,,https://www.getyourguide.es/peru-l168997/pucallpa-cascadas-del-diablo-y-novia-t801560/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,VIAJE A LA SELVA DEL PARQUE MANU 3D/2N,3 días • Grupo reducido • Recogida disponible,495 USD,,,https://www.getyourguide.es/cuzco-l359/viaje-a-la-selva-del-parque-manu-3d2n-t738199/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,4 Días en la Selva Manu,4 días • Grupo reducido • Recogida disponible,529 USD,,,https://www.getyourguide.es/cuzco-l359/excursion-a-la-selva-manu-4-dias-t593657/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Campamento y actividades en la Comunidad Nativa Yamino,2 días • Sin colas • Grupo privado,150 USD,5,(1),https://www.getyourguide.es/aguaytia-l219428/campamento-y-actividades-en-la-comunidad-nativa-yamino-t847241/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Parque Nacional del Manu 4 Días,4 días • Grupo reducido • Recogida disponible,458 USD,3.8,,https://www.getyourguide.es/cuzco-l359/parque-nacional-del-manu-4-dias-t819394/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Pucallpa : Cascadas Diablo y la Novia - Refugio de Aventura,1 día • Sin colas • Recogida disponible,89 USD,4.7,,https://www.getyourguide.es/peru-l168997/pucallpa-cascadas-diablo-y-la-novia-refugio-de-aventura-t760529/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Aventura Amazónica de 3 Días: Explorando la Selva desde Cusco,3 días • Grupo reducido • Recogida disponible,429 USD,4,(8),https://www.getyourguide.es/region-de-madre-de-dios-l2147/aventura-amazonica-de-3-dias-explorando-la-selva-desde-cusco-t610147/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,Cusco: Excursión de 3 días al Parque Nacional del Manu y Fauna Amazónica,3 días • Grupo reducido,492 USD,,,https://www.getyourguide.es/cuzco-l359/cusco-excursion-de-3-dias-al-parque-nacional-del-manu-y-fauna-amazonica-t950421/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
Ucayali,TOUR AMAZONIA MANU ZONA CULTURAL 3D - 2N,3 días,379 USD,3.9,,https://www.getyourguide.es/cuzco-l359/tour-amazonia-manu-zona-cultural-3d-2n-t750198/?ranking_uuid=8956c7e9-33a4-411a-beb2-025e26326f55
